SCORE,DATE,D0,D1,D2,D3,D4,NA_COUNT,W0,W1,W2,W3,W4
60.1,year_1927,3.8,0,0,0,0,0,36.1,0,0,0,0
60,year_1928,0,0,0,0,0,0,40,7.4,0,0,0
94.9,year_1929,5.1,0,0,0,0,0,0,0,0,0,0
73.8,year_1930,0,0,0,0,0,0,26.2,0,0,0,0
9.8,year_1931,90.1,42.6,6.1,0,0,0,0,0,0,0,0
31.4,year_1932,0,0,0,0,0,0,68.6,18,0,0,0
58.4,year_1933,41.7,16.3,0.1,0,0,0,0,0,0,0,0
0,year_1934,100.1,100.1,88,56.9,43.3,0,0,0,0,0,0
56.7,year_1935,43.2,6.6,0,0,0,0,0,0,0,0,0
0,year_1936,100,47.5,0,0,0,0,0,0,0,0,0
17.4,year_1937,0,0,0,0,0,0,82.5,7,0,0,0
14,year_1938,0,0,0,0,0,0,86,57.1,0,0,0
40.8,year_1939,59.2,0,0,0,0,0,0,0,0,0,0
20.2,year_1940,79.8,0,0,0,0,0,0,0,0,0,0
0,year_1941,0,0,0,0,0,0,100,94.8,77.3,27.6,3.3
0,year_1942,0,0,0,0,0,0,100,82.9,49.9,0,0
100,year_1943,0,0,0,0,0,0,0,0,0,0,0
66.1,year_1944,0,0,0,0,0,0,33.9,0,0,0,0
47.8,year_1945,0,0,0,0,0,0,52.3,20.4,1.1,0,0
46.8,year_1946,52.9,36.3,3.3,0,0,0,0.2,0,0,0,0
40.6,year_1947,0,0,0,0,0,0,59.5,29.2,1.1,0,0
73.5,year_1948,0.2,0,0,0,0,0,26.3,0,0,0,0
10.3,year_1949,0,0,0,0,0,0,89.8,66.9,36.4,2.3,0
75.7,year_1950,24.3,0,0,0,0,0,0,0,0,0,0
35.2,year_1951,64.8,48.1,30.1,3.3,0,0,0,0,0,0,0
0,year_1952,0,0,0,0,0,0,100,46.6,1.3,0,0
7.4,year_1953,92.7,26.3,0,0,0,0,0,0,0,0,0
0,year_1954,100,57.4,2.1,0,0,0,0,0,0,0,0
13,year_1955,86.9,3.5,0,0,0,0,0,0,0,0,0
5.9,year_1956,94.1,66.8,35.1,0,0,0,0,0,0,0,0
66.2,year_1957,0,0,0,0,0,0,33.8,0,0,0,0
46.3,year_1958,0,0,0,0,0,0,53.7,0,0,0,0
0,year_1959,100,100,87.1,7.1,0,0,0,0,0,0,0
39.8,year_1960,60.2,33.7,4.7,0,0,0,0,0,0,0,0
0,year_1961,100,55.7,3.4,0,0,0,0,0,0,0,0
45.8,year_1962,0,0,0,0,0,0,54.2,1.1,0,0,0
30.2,year_1963,47.7,23,0,0,0,0,22,6.9,0.1,0,0
51,year_1964,46.4,15.2,0,0,0,0,2.6,0,0,0,0
0,year_1965,0,0,0,0,0,0,100,64.8,12.3,0,0
64.2,year_1966,14.4,0,0,0,0,0,21.4,0,0,0,0
47.5,year_1967,5.6,0,0,0,0,0,46.9,6.7,0,0,0
87.1,year_1968,0,0,0,0,0,0,12.9,0,0,0,0
0,year_1969,0,0,0,0,0,0,100,82.6,22.8,0,0
95.6,year_1970,0,0,0,0,0,0,4.4,0,0,0,0
45,year_1971,35.8,10.2,0,0,0,0,19.2,5.9,0,0,0
62.1,year_1972,37.9,0,0,0,0,0,0,0,0,0,0
0,year_1973,0,0,0,0,0,0,100,96.9,44.1,0,0
24.6,year_1974,75.4,15.4,0,0,0,0,0,0,0,0,0
0,year_1975,0,0,0,0,0,0,100,92,1.1,0,0
79.3,year_1976,0,0,0,0,0,0,20.7,0,0,0,0
3.6,year_1977,96.4,84.3,65.3,39.4,0,0,0,0,0,0,0
94.7,year_1978,0,0,0,0,0,0,5.3,0,0,0,0
32,year_1979,5.4,0,0,0,0,0,62.5,39,12.2,1,0
6.4,year_1980,0,0,0,0,0,0,93.5,60.5,19.1,1.2,0
58.8,year_1981,41.2,14.4,2.2,0,0,0,0,0,0,0,0
54.3,year_1982,7.6,1.1,0,0,0,0,38.1,4.3,0,0,0
1.1,year_1983,0,0,0,0,0,0,98.9,88.7,62.8,20.8,1.1
16,year_1984,3.4,0,0,0,0,0,80.7,68.2,48.6,27.6,6.6
30.6,year_1985,8,1.3,0,0,0,0,61.4,25.5,6.7,0,0
29.2,year_1986,26.5,6.8,0,0,0,0,44.3,23.8,6.5,0,0
67.9,year_1987,15.9,3.3,0,0,0,0,16.1,5.1,0,0,0
37,year_1988,40.5,19.5,0,0,0,0,22.4,1,0,0,0
0,year_1989,100,96.4,27.7,0,0,0,0,0,0,0,0
2.5,year_1990,97.4,89.4,69.4,19.7,0,0,0,0,0,0,0
25.7,year_1991,74.2,43.2,3.3,0,0,0,0,0,0,0,0
31.3,year_1992,56.3,41,23.2,8.8,0,0,12.4,2.3,0,0,0
36.9,year_1993,1.2,0,0,0,0,0,61.9,17.3,2.2,0,0
14.2,year_1994,85.7,40.5,9.1,0,0,0,0,0,0,0,0
7.9,year_1995,0,0,0,0,0,0,92.2,72.4,23.5,5.4,2.2
33.8,year_1996,62.8,47.3,31.7,15.9,1.1,0,3.3,0.1,0,0,0
32.8,year_1997,6,0.3,0,0,0,0,61.2,16.3,0,0,0
10.8,year_1998,12.5,3.4,0,0,0,0,76.5,61,24.4,4.2,0
31,year_1999,1.1,0,0,0,0,0,67.8,20.5,2.1,0,0
3.3,year_2000,96.6,69,23.7,6.8,0,0,0,0,0,0,0
37.1,year_2001,57.2,31.6,12.1,4.4,0,0,5.7,0,0,0,0
0.1,year_2002,100,98.9,91.4,68.1,32.5,0,0,0,0,0,0
1.1,year_2003,98.9,93.4,66.6,18.1,0,0,0,0,0,0,0
12.2,year_2004,87.7,64.3,19.7,3.2,0,0,0,0,0,0,0
6.6,year_2005,0,0,0,0,0,0,93.4,73.8,35.5,11.7,3.4
39.1,year_2006,55.4,26.1,2.1,0,0,0,5.5,2.2,0,0,0
18.9,year_2007,80,53.7,19.7,6.9,0,0,1.1,0,0,0,0
56.3,year_2008,42.6,20.3,7,0,0,0,1.1,0,0,0,0
49.5,year_2009,46.1,23.7,0,0,0,0,4.4,0,0,0,0
68.5,year_2010,8.8,0,0,0,0,0,22.7,5.7,0,0,0
14.5,year_2011,5.6,0,0,0,0,0,79.9,72.3,45.4,13.4,5.5
5.9,year_2012,94.1,76.1,45,9.8,2.1,0,0,0,0,0,0
9,year_2013,91.1,69.4,28.1,1.1,0,0,0,0,0,0,0
12.1,year_2014,87.9,45.6,6.7,0,0,0,0,0,0,0,0
42.9,year_2015,33.8,13.5,4.4,0,0,0,23.3,4.4,1.1,0,0
33.4,year_2016,63.4,25.4,6.6,0,0,0,3.1,0,0,0,0
59.3,year_2017,35.4,8.9,2.2,0,0,0,5.3,1,0,0,0
